StudentID,Name,Age,Gender,Program,Year,AttendancePercent,CGPA,EnrolledDate,Status,ScholarshipStatus,HostelResident,PlacementStatus,TotalFeeINR,FeePaidINR,PendingFeeINR,FeeStatus,City,State
S0164,Devansh Nath,21,Female,B.Sc (Maths),4,82.94,9.27,03-11-2023,Graduated,No,Yes,Placed,200000,99792.26,100207.74,Partial,Chennai,Tamil Nadu
S0165,Girik Gala,21,Male,MCA,2,97.38,7.11,01-09-2022,Active,Yes,No,Not Placed,350000,96456.44,78543.56,Partial,Cochin,Kerala
S0166,Upasna Wali,25,Male,B.Sc (Physics),4,78.89,8.75,03-08-2022,Dropped,No,No,,220000,145202.12,74797.88,Partial,Bengaluru,Karnataka
S0167,Udant Rau,23,Male,MBA,1,72.02,6.92,19-07-2024,Dropped,Yes,Yes,Not Placed,450000,222098.61,2901.39,Partial,Kolkata,West Bengal
S0168,Thomas Deep,21,Female,B.Sc (Physics),2,96.29,8.37,10-03-2025,Dropped,Yes,No,,220000,74198.94,90801.06,Partial,Mumbai,Maharashtra
S0169,Libni Kamdar,23,Male,B.Sc (Maths),2,63.89,5.48,28-07-2024,Active,Yes,Yes,,200000,51447.42,48552.58,Partial,Pune,Maharashtra
S0170,Bina Brar,18,Female,MCA,1,96.42,8.33,13-09-2021,Active,Yes,No,Placed,350000,111100.9,151399.1,Partial,Bengaluru,Karnataka
S0171,Ijaya Vasa,21,Female,MCA,1,74.59,9.32,02-03-2024,Dropped,Yes,Yes,Not Placed,350000,57646.85,117353.15,Partial,Hyderabad,Telangana
S0172,Frederick Pai,24,Female,MCA,1,93.07,6.18,20-12-2024,On Leave,Yes,Yes,Not Placed,350000,167861.47,7138.53,Partial,Chennai,Tamil Nadu
S0173,Harita Gade,20,Male,B.Tech (ECE),3,68.21,5.09,05-01-2023,Active,Yes,Yes,,550000,244405.03,30594.97,Partial,Patna,Bihar
S0174,Mitali Cheema,18,Male,B.Sc (Maths),1,87.02,5.78,19-06-2022,Graduated,Yes,No,,200000,52093.56,47906.44,Partial,Delhi,Delhi
S0175,Tamanna Sem,24,Female,B.Com,4,85.11,6.06,20-09-2024,Dropped,Yes,Yes,Placed,250000,111763.07,75736.93,Partial,Kolkata,West Bengal
S0176,Wriddhish Gala,20,Male,MCA,1,76.33,5.35,29-08-2024,Active,Yes,Yes,Placed,350000,70679.07,104320.93,Partial,Jaipur,Rajasthan
S0177,Yamini Guha,24,Male,MBA,2,77.79,5.11,07-12-2021,Active,Yes,Yes,Placed,450000,212335.29,12664.71,Partial,Lucknow,Uttar Pradesh
S0178,Ubika Chacko,19,Female,B.Com,4,89.08,8.17,10-01-2025,Graduated,No,No,Not Placed,250000,191318.5,58681.5,Partial,Bhopal,Madhya Pradesh
S0179,Anmol Dayal,18,Male,B.Sc (Maths),4,67.94,8.04,06-10-2023,Graduated,Yes,Yes,Placed,200000,117683.93,32316.07,Partial,Hyderabad,Telangana
S0180,Madhavi Shankar,21,Female,B.Tech (ECE),3,85.29,7.74,23-08-2023,Dropped,Yes,Yes,,550000,280366.88,132133.12,Partial,Bengaluru,Karnataka
S0181,Zinal Amble,19,Male,B.Sc (Physics),4,65.11,6.07,31-08-2021,Active,No,Yes,Not Placed,220000,214579.32,5420.68,Partial,Jaipur,Rajasthan
S0182,Bishakha Cherian,22,Female,BBA,1,88.61,6.95,07-11-2023,Graduated,Yes,Yes,,300000,155287.3,69712.7,Partial,Chennai,Tamil Nadu
S0183,Janya Nagi,19,Male,B.Tech (ECE),4,78.73,5.34,25-10-2022,Active,Yes,Yes,,550000,179993.14,95006.86,Partial,Bhopal,Madhya Pradesh
S0184,Omkaar Gour,21,Male,B.Sc (Maths),2,99.8,6.3,01-06-2022,Active,Yes,Yes,,200000,54453.64,95546.36,Partial,Pune,Maharashtra
S0185,Omisha Sundaram,22,Female,MBA,2,80.03,9.07,22-05-2024,On Leave,No,Yes,Placed,450000,331644.4,118355.6,Partial,Hyderabad,Telangana
S0186,Lajita Muni,19,Female,B.Tech (CSE),2,78.98,7.07,02-08-2022,Dropped,Yes,Yes,,600000,430957.58,19042.42,Partial,Cochin,Kerala
S0187,Andrew Bains,23,Male,MCA,2,71.87,7.12,13-06-2025,Dropped,Yes,No,,350000,120444.23,54555.77,Partial,Bengaluru,Karnataka
S0188,Utkarsh Gulati,22,Male,MBA,1,76.38,5.34,26-06-2025,Active,Yes,Yes,Placed,450000,138897.59,86102.41,Partial,Chennai,Tamil Nadu
S0189,Tejas Chawla,19,Female,B.Tech (ECE),3,72.58,7.9,26-02-2024,Dropped,Yes,No,,550000,150334.2,124665.8,Partial,Patna,Bihar
S0190,Ucchal Merchant,24,Female,BBA,2,95.51,8.91,18-02-2022,Graduated,No,Yes,,300000,266443.95,33556.05,Partial,Chandigarh,Punjab
S0191,Indali Sampath,22,Female,B.Tech (ECE),3,88.88,6.71,12-11-2021,Active,No,No,,550000,183967.15,366032.85,Partial,Lucknow,Uttar Pradesh
S0192,Dominic Pradhan,20,Female,BBA,1,84.5,8.08,30-01-2025,On Leave,No,No,,300000,94430.2,205569.8,Partial,Cochin,Kerala
S0193,Aarnav Ram,25,Male,B.Sc (Maths),2,60.75,9.3,12-10-2024,On Leave,Yes,Yes,,200000,72379.27,27620.73,Partial,Kolkata,West Bengal
S0194,Mitali Sanghvi,25,Female,B.Sc (Physics),2,85.25,8.24,01-06-2023,On Leave,Yes,No,,220000,57134.1,52865.9,Partial,Hyderabad,Telangana
S0195,Watika Sarkar,24,Female,B.Sc (Physics),3,67.74,7.69,16-06-2024,Active,Yes,No,,220000,117131.56,47868.44,Partial,Mumbai,Maharashtra
S0196,Tanveer Dada,22,Male,MCA,1,88.86,5.21,08-10-2022,Dropped,Yes,No,Placed,350000,149984.82,25015.18,Partial,Jaipur,Rajasthan
S0197,Sara Shan,21,Female,MBA,2,95.33,5.48,20-06-2023,Graduated,No,Yes,,450000,408340.07,41659.93,Partial,Bhopal,Madhya Pradesh
S0198,Parth Kurian,22,Male,B.Tech (ECE),1,90.67,5.28,27-01-2024,On Leave,No,Yes,,550000,188282.68,361717.32,Partial,Cochin,Kerala
S0199,Raagini Kanda,20,Female,MCA,2,65.21,9.19,12-12-2021,Dropped,No,No,Placed,350000,115134.16,234865.84,Partial,Cochin,Kerala
S0200,Naksh Gupta,25,Female,MCA,2,82.69,5.33,28-12-2021,Graduated,Yes,No,Not Placed,350000,146526.15,28473.85,Partial,Kolkata,West Bengal
S0201,Warjas Edwin,25,Male,B.Sc (Physics),2,86.95,8.45,13-11-2021,Graduated,No,Yes,,220000,81320.45,138679.55,Partial,Delhi,Delhi
S0202,Yuvraj Bahri,24,Female,B.Tech (CSE),3,93.37,7.52,07-04-2025,Dropped,No,Yes,,600000,290475.93,309524.07,Partial,Lucknow,Uttar Pradesh
S0203,Niharika Kashyap,24,Female,B.Sc (Physics),1,64.25,7.34,14-04-2023,Dropped,No,Yes,,220000,117077.89,102922.11,Partial,Pune,Maharashtra
S0204,Chandresh Rajagopalan,21,Female,B.Sc (Maths),1,97.23,9.01,22-12-2023,Graduated,No,No,,200000,92830.25,107169.75,Partial,Bhopal,Madhya Pradesh
S0205,Lajita Gera,19,Male,B.Com,3,93.71,6.21,03-08-2025,Graduated,Yes,No,,250000,170477.65,17022.35,Partial,Chennai,Tamil Nadu
S0206,Urmi Parekh,22,Female,B.Sc (Maths),4,76.3,7.22,17-12-2021,Graduated,Yes,No,Not Placed,200000,139600,10400,Partial,Chandigarh,Punjab
S0207,Darika Nayar,22,Male,B.Tech (CSE),3,83.17,5.24,02-12-2022,Dropped,Yes,Yes,,600000,290759.06,159240.94,Partial,Delhi,Delhi
S0208,Jagvi Toor,18,Male,B.Tech (ECE),3,68.03,6.84,01-12-2022,Active,No,Yes,,550000,460019.57,89980.43,Partial,Bhopal,Madhya Pradesh
S0209,Amrita Oommen,22,Male,MBA,1,87.22,8.26,23-09-2022,Dropped,Yes,Yes,Not Placed,450000,92902.4,132097.6,Partial,Pune,Maharashtra
S0210,Dayamai Sem,25,Male,B.Tech (ECE),3,91.9,7.14,23-10-2024,Dropped,Yes,No,,550000,140134.56,134865.44,Partial,Cochin,Kerala
S0211,Geetika Wali,20,Male,B.Tech (ECE),2,85.26,6.77,08-02-2023,On Leave,Yes,Yes,,550000,127868.52,147131.48,Partial,Bengaluru,Karnataka
S0212,Baljiwan Buch,23,Male,B.Tech (ECE),1,84.53,7.85,13-05-2024,Dropped,Yes,No,,550000,201828.99,73171.01,Partial,Kolkata,West Bengal
S0213,Neel Ganesan,20,Male,B.Sc (Maths),3,62.3,7.39,08-04-2023,Dropped,Yes,No,,200000,31927.46,68072.54,Partial,Delhi,Delhi
S0214,Shaurya Mandal,25,Female,B.Sc (Physics),1,66.97,7.75,04-03-2024,Active,No,Yes,,220000,91416.39,128583.61,Partial,Bhopal,Madhya Pradesh
S0215,Harshil Sangha,19,Female,B.Sc (Maths),3,78.07,5.91,13-06-2025,Graduated,No,No,,200000,145893.1,54106.9,Partial,Delhi,Delhi
S0216,Jagdish Edwin,22,Male,B.Tech (ECE),4,98.16,7.41,22-07-2025,Graduated,Yes,No,Not Placed,550000,86203.44,188796.56,Partial,Lucknow,Uttar Pradesh
S0217,Omya Parsa,19,Female,MBA,2,85.21,8.96,26-02-2024,Graduated,Yes,Yes,Not Placed,450000,205774.79,19225.21,Partial,Ahmedabad,Gujarat
S0218,Amol Jayaraman,19,Female,MCA,1,74.61,8.41,20-11-2023,Graduated,Yes,Yes,Not Placed,350000,245085.85,17414.15,Partial,Chandigarh,Punjab
S0219,Tara Wali,18,Male,BBA,1,61.98,7.32,06-12-2024,Active,Yes,Yes,,300000,128459.52,21540.48,Partial,Hyderabad,Telangana
S0220,Tara Singh,25,Female,BBA,2,60.93,9.49,10-12-2024,Active,Yes,Yes,,300000,76210.94,148789.06,Partial,Mumbai,Maharashtra
S0221,Bimala Rao,24,Female,BBA,1,75.14,6.38,03-05-2023,Dropped,Yes,Yes,,300000,142292.23,7707.77,Partial,Kolkata,West Bengal
S0222,Matthew Bakshi,21,Male,BBA,2,85.73,9.21,25-02-2022,On Leave,No,No,,300000,149587.29,150412.71,Partial,Lucknow,Uttar Pradesh
S0223,Advaith Boase,21,Female,B.Com,1,63.8,9.06,11-08-2024,Active,Yes,Yes,,250000,56470.7,68529.3,Partial,Kolkata,West Bengal
S0224,Udarsh Narasimhan,23,Female,MBA,1,66.71,5.47,03-08-2024,Active,Yes,Yes,Not Placed,450000,105346.67,119653.33,Partial,Delhi,Delhi
S0225,Jacob Rattan,20,Female,MCA,2,75.12,6.66,11-12-2024,Dropped,Yes,No,Placed,350000,96004.53,166495.47,Partial,Mumbai,Maharashtra
S0226,Kavya Memon,20,Male,B.Com,2,81.38,8.64,11-11-2023,Graduated,Yes,No,,250000,184568.87,2931.13,Partial,Lucknow,Uttar Pradesh
S0227,Ria Chokshi,24,Male,B.Sc (Physics),4,90.08,6.57,31-10-2024,Dropped,Yes,No,Placed,220000,89548.95,75451.05,Partial,Kolkata,West Bengal
S0228,Panini Oommen,25,Male,MBA,2,64.66,5.01,04-10-2022,Graduated,Yes,Yes,,450000,95616.31,129383.69,Partial,Pune,Maharashtra
S0229,Harsh Varty,23,Female,MCA,1,77.89,7.2,08-03-2024,On Leave,Yes,No,,350000,105708.8,69291.2,Partial,Lucknow,Uttar Pradesh
S0230,Sai Rama,23,Female,B.Com,1,84.93,6.93,29-05-2025,Graduated,No,Yes,,250000,142734.24,107265.76,Partial,Ahmedabad,Gujarat
S0231,Vedika Bhavsar,21,Male,B.Tech (CSE),3,99.8,5.69,31-05-2022,On Leave,Yes,Yes,,600000,291926.01,158073.99,Partial,Jaipur,Rajasthan
S0232,Zinal Mall,20,Female,B.Com,2,82.91,8.8,19-09-2023,On Leave,Yes,No,,250000,68570.96,118929.04,Partial,Ahmedabad,Gujarat
S0233,Anya Barman,23,Female,BBA,2,71.1,6.75,20-04-2024,Graduated,No,No,,300000,275814.13,24185.87,Partial,Jaipur,Rajasthan
S0234,Varsha Dubey,24,Male,B.Sc (Maths),1,80.85,6.06,25-02-2024,Graduated,No,No,,200000,167804.06,32195.94,Partial,Lucknow,Uttar Pradesh
S0235,Lakshit Srinivasan,24,Female,BBA,2,73.53,6.62,18-08-2021,Active,Yes,Yes,,300000,110598.21,39401.79,Partial,Ahmedabad,Gujarat
S0236,Rehaan Ramesh,23,Male,B.Sc (Maths),2,92.95,9.44,13-04-2022,Graduated,Yes,Yes,,200000,90937.05,59062.95,Partial,Ahmedabad,Gujarat
S0237,Vansha Kanda,18,Male,B.Tech (ECE),1,86.58,6.76,26-01-2025,Dropped,No,No,,550000,472867.75,77132.25,Partial,Jaipur,Rajasthan
S0238,Hredhaan Singh,21,Female,B.Sc (Maths),1,61.06,5.82,04-03-2024,On Leave,Yes,No,,200000,112196.62,37803.38,Partial,Chandigarh,Punjab
S0239,Udyati Bains,22,Male,B.Com,2,99.14,7.19,27-01-2024,Active,Yes,Yes,,250000,64101.75,60898.25,Partial,Pune,Maharashtra
S0240,Nathaniel Kumer,21,Male,B.Tech (CSE),4,83.11,5.03,04-03-2022,On Leave,Yes,Yes,,600000,286085.38,13914.62,Partial,Hyderabad,Telangana
S0241,Yahvi Mani,24,Male,MCA,2,81.49,6.57,07-01-2025,On Leave,No,No,Placed,350000,317870.1,32129.9,Partial,Hyderabad,Telangana
S0242,Aashi Cheema,25,Male,B.Sc (Physics),1,71.89,5.11,28-07-2022,Active,Yes,No,,220000,89941.52,75058.48,Partial,Jaipur,Rajasthan
S0243,Darpan Keer,20,Male,B.Sc (Physics),1,82.28,6.5,27-01-2025,Active,Yes,No,,220000,49979.69,60020.31,Partial,Delhi,Delhi
S0244,Amaira Chaudhuri,18,Male,B.Sc (Maths),3,87.91,7.74,16-12-2021,Dropped,Yes,Yes,,200000,68612.05,81387.95,Partial,Bengaluru,Karnataka
S0245,Urvashi Narang,21,Male,MCA,1,83.72,8.67,27-09-2023,Graduated,Yes,Yes,Placed,350000,162757.79,12242.21,Partial,Chennai,Tamil Nadu
S0246,Ekalinga Bhattacharyya,22,Female,B.Sc (Maths),4,70.56,7.17,18-03-2022,Graduated,Yes,No,Placed,200000,70356.79,29643.21,Partial,Kolkata,West Bengal
S0247,Ubika Hayer,20,Male,B.Tech (ECE),3,86.57,6.98,19-11-2024,Dropped,Yes,Yes,,550000,192293.49,220206.51,Partial,Lucknow,Uttar Pradesh
S0248,Naksh Krishnan,22,Male,B.Tech (CSE),2,66.32,8.58,29-01-2024,Dropped,No,No,,600000,256098.32,343901.68,Partial,Patna,Bihar
S0249,Udarsh Keer,21,Female,B.Tech (ECE),2,78.71,6.73,30-03-2023,Dropped,Yes,No,,550000,406525.78,5974.22,Partial,Bengaluru,Karnataka
S0250,Nachiket Shere,24,Female,MBA,2,95.82,6.5,13-02-2024,Graduated,No,No,,450000,176889.42,273110.58,Partial,Chennai,Tamil Nadu
S0251,Aryan Kala,23,Female,MCA,1,60.47,5.11,28-03-2022,Graduated,Yes,No,,350000,167215.81,7784.19,Partial,Cochin,Kerala
S0252,Prisha Wason,21,Male,B.Com,2,64.14,6.87,27-01-2025,Dropped,Yes,Yes,,250000,66612.77,120887.23,Partial,Jaipur,Rajasthan
S0253,Kritika Loyal,20,Male,MBA,2,97.61,8.88,07-03-2025,Dropped,Yes,Yes,Not Placed,450000,161658.76,63341.24,Partial,Kolkata,West Bengal
S0254,Jasmit Bhatt,23,Female,B.Sc (Maths),1,74.78,7.5,27-09-2023,Active,No,Yes,,200000,161476.85,38523.15,Partial,Mumbai,Maharashtra
S0255,Saksham Chana,22,Male,B.Tech (ECE),4,71.22,8.08,07-02-2022,Active,No,Yes,Not Placed,550000,344219.58,205780.42,Partial,Patna,Bihar
S0256,Ranbir Arora,24,Female,B.Tech (CSE),4,73.9,8.27,29-01-2024,Dropped,Yes,Yes,Placed,600000,175963.71,274036.29,Partial,Kolkata,West Bengal
S0257,Hritik Agate,25,Female,MCA,2,85.42,5.25,05-04-2025,Dropped,No,No,Not Placed,350000,241489.07,108510.93,Partial,Bengaluru,Karnataka
S0258,Neelima Gade,25,Female,MCA,1,71.28,6.42,28-08-2022,On Leave,Yes,No,Not Placed,350000,127413.43,47586.57,Partial,Mumbai,Maharashtra
S0259,Shravya Bansal,25,Female,MCA,1,68.58,5.84,04-10-2021,Active,Yes,Yes,,350000,103281.71,71718.29,Partial,Bhopal,Madhya Pradesh
S0260,Umang Yogi,19,Male,B.Sc (Maths),1,79.4,6.58,23-10-2023,Dropped,No,No,,200000,155072.81,44927.19,Partial,Cochin,Kerala
S0261,Dakshesh Saini,20,Female,B.Sc (Maths),1,82.76,5.41,13-09-2024,Dropped,Yes,Yes,,200000,74358.3,25641.7,Partial,Bengaluru,Karnataka
S0262,Tanveer Grover,23,Male,BBA,1,64.51,6.96,18-05-2023,On Leave,Yes,Yes,,300000,112004.38,37995.62,Partial,Chennai,Tamil Nadu
S0263,Yoshita Grover,20,Female,B.Sc (Maths),2,92.64,7.36,23-07-2022,Dropped,No,No,,200000,198363.73,1636.27,Partial,Lucknow,Uttar Pradesh
S0264,Kamala Raghavan,21,Female,B.Tech (CSE),4,60.26,5.06,29-11-2022,Dropped,Yes,Yes,Placed,600000,394079.11,55920.89,Partial,Cochin,Kerala
S0265,Manan Mannan,22,Female,B.Tech (ECE),4,84.63,5.63,03-11-2024,On Leave,Yes,Yes,Not Placed,550000,235962.27,39037.73,Partial,Lucknow,Uttar Pradesh
S0266,Falan Amble,24,Female,B.Sc (Maths),2,97.24,6.38,10-06-2025,Active,Yes,Yes,,200000,110386.93,39613.07,Partial,Chandigarh,Punjab
S0267,Amrita Hans,19,Female,MCA,1,86.72,7.26,16-12-2021,Active,Yes,Yes,,350000,119415.97,55584.03,Partial,Cochin,Kerala
S0268,Anya Rastogi,21,Female,B.Tech (CSE),4,99.22,6.79,12-01-2023,Active,Yes,No,Not Placed,600000,239296.16,60703.84,Partial,Bhopal,Madhya Pradesh
S0269,Bina Bhatnagar,18,Female,B.Sc (Physics),2,60.43,9.32,09-09-2024,Graduated,Yes,Yes,,220000,68736.88,96263.12,Partial,Chennai,Tamil Nadu
S0270,Damini Bhavsar,18,Male,MBA,1,88.06,7.79,20-10-2023,On Leave,Yes,No,Placed,450000,244031.58,93468.42,Partial,Ahmedabad,Gujarat
S0271,Divya Nath,24,Male,BBA,2,64.76,5.55,04-05-2025,Active,No,No,,300000,210380.36,89619.64,Partial,Chandigarh,Punjab
S0272,Chandran Sarma,19,Female,MCA,1,60.77,6.75,12-03-2022,Graduated,Yes,Yes,Not Placed,350000,144262.65,30737.35,Partial,Jaipur,Rajasthan
S0273,Manbir Puri,25,Female,B.Tech (ECE),1,98.46,6.34,12-04-2025,Dropped,No,No,,550000,249381.6,300618.4,Partial,Chandigarh,Punjab
S0274,Upkaar Shenoy,21,Male,MBA,1,87.98,6.92,19-07-2025,Graduated,No,Yes,,450000,138440.08,311559.92,Partial,Mumbai,Maharashtra
S0275,Om Nadig,21,Male,B.Com,1,64.67,8.11,02-04-2023,On Leave,Yes,No,,250000,114225.35,73274.65,Partial,Jaipur,Rajasthan
S0276,Girik Bobal,20,Male,B.Sc (Physics),4,82.66,5.69,22-02-2023,On Leave,No,No,Not Placed,220000,215591.78,4408.22,Partial,Mumbai,Maharashtra
S0277,Naksh Narain,23,Male,MCA,2,69.93,5.77,02-07-2023,Dropped,Yes,Yes,,350000,214833.63,47666.37,Partial,Patna,Bihar
S0278,Tripti Barad,22,Female,MBA,1,95.85,8.52,24-09-2021,Graduated,No,No,Not Placed,450000,151678.28,298321.72,Partial,Chennai,Tamil Nadu
S0279,Dayita Ghosh,19,Male,B.Tech (CSE),2,87,5.09,23-03-2022,On Leave,No,Yes,,600000,263672.09,336327.91,Partial,Chandigarh,Punjab
S0280,Zayan Sethi,25,Male,B.Com,1,96.6,8.75,23-11-2022,On Leave,Yes,No,,250000,112819.07,12180.93,Partial,Lucknow,Uttar Pradesh
S0281,Kritika Nori,18,Male,B.Tech (ECE),4,61.93,8.18,09-09-2021,Dropped,Yes,No,,550000,342310.83,70189.17,Partial,Hyderabad,Telangana
S0282,Bina Bhatt,20,Male,B.Sc (Physics),1,74.65,5.94,25-02-2024,Dropped,No,No,,220000,105581.42,114418.58,Partial,Cochin,Kerala
S0283,Advaith Handa,23,Female,BBA,1,70.88,6.57,16-08-2021,Dropped,Yes,Yes,,300000,131949.84,93050.16,Partial,Kolkata,West Bengal
S0284,Bhanumati Khanna,19,Male,B.Sc (Maths),4,81.93,8.44,13-01-2025,Active,Yes,No,Placed,200000,33994.84,66005.16,Partial,Cochin,Kerala
S0285,Sara Joshi,23,Male,B.Tech (ECE),4,84.85,5.03,16-08-2022,On Leave,Yes,Yes,Not Placed,550000,138087.08,136912.92,Partial,Patna,Bihar
S0286,Mohammed Sethi,25,Female,B.Com,1,89.85,6.99,02-08-2023,Active,Yes,Yes,,250000,60905.06,126594.94,Partial,Mumbai,Maharashtra
S0287,Kiaan Golla,22,Male,B.Tech (CSE),4,64.03,6.45,13-02-2022,On Leave,Yes,No,Placed,600000,227486.98,222513.02,Partial,Hyderabad,Telangana
S0288,Unni Sem,24,Male,B.Tech (ECE),4,73.22,8.01,05-09-2021,Dropped,No,Yes,Placed,550000,457028.6,92971.4,Partial,Jaipur,Rajasthan
S0289,Zilmil Thakur,18,Female,B.Sc (Maths),2,63,5.33,01-04-2023,On Leave,Yes,No,,200000,65206.92,34793.08,Partial,Bhopal,Madhya Pradesh
S0290,Vyanjana Jain,24,Male,MCA,2,60.06,5.32,08-10-2023,Graduated,No,No,Not Placed,350000,337099.03,12900.97,Partial,Pune,Maharashtra
S0291,Aryan Bhardwaj,22,Female,B.Sc (Physics),2,68.67,7.33,07-10-2021,On Leave,Yes,No,,220000,72568.06,92431.94,Partial,Patna,Bihar
S0292,Nicholas Rastogi,18,Female,B.Com,1,78.73,6.1,20-01-2022,On Leave,No,No,,250000,140772.19,109227.81,Partial,Mumbai,Maharashtra
S0293,Arunima Khanna,20,Male,B.Tech (ECE),1,99.53,7.54,13-07-2024,Dropped,Yes,Yes,,550000,170138.67,104861.33,Partial,Delhi,Delhi
S0294,Ekbal Gole,19,Male,B.Tech (ECE),3,64.22,6.13,11-10-2023,Active,No,No,,550000,428995.9,121004.1,Partial,Patna,Bihar
S0295,Elijah Swaminathan,23,Female,MBA,1,63.94,7.19,28-12-2021,Active,No,No,Not Placed,450000,199075.7,250924.3,Partial,Cochin,Kerala
S0296,Chaaya Tiwari,22,Male,B.Sc (Maths),1,79.19,5.97,06-03-2025,Active,No,No,,200000,151381.88,48618.12,Partial,Hyderabad,Telangana
S0297,Chakrika Atwal,21,Male,B.Tech (CSE),3,71.29,5.79,03-02-2024,Active,Yes,Yes,,600000,304694.27,145305.73,Partial,Hyderabad,Telangana
S0298,Kala Banerjee,24,Male,MBA,2,97.83,5,25-11-2021,Graduated,No,Yes,,450000,387846.53,62153.47,Partial,Chennai,Tamil Nadu
S0299,Triya Shenoy,18,Female,B.Com,4,70.1,6.9,02-08-2023,Graduated,Yes,Yes,Placed,250000,64287.03,60712.97,Partial,Lucknow,Uttar Pradesh
S0300,Rayaan Bhakta,23,Male,MBA,2,92.81,5.75,10-07-2024,Dropped,No,Yes,Placed,450000,151804.69,298195.31,Partial,Lucknow,Uttar Pradesh
S0301,Forum Kala,19,Male,B.Com,4,78.29,5.7,11-03-2023,On Leave,No,No,Not Placed,250000,114471.86,135528.14,Partial,Mumbai,Maharashtra
S0302,Aachal Mody,21,Male,B.Com,4,81.29,8.61,18-10-2024,Dropped,Yes,Yes,,250000,109136.31,15863.69,Partial,Delhi,Delhi
S0303,Yamini Dixit,21,Male,B.Tech (CSE),2,96.92,6.78,02-06-2022,Dropped,Yes,No,,600000,399960.1,50039.9,Partial,Bhopal,Madhya Pradesh
S0304,Warinder Chowdhury,20,Female,B.Tech (CSE),4,87.72,8.38,16-12-2024,Graduated,Yes,No,Placed,600000,210066.27,89933.73,Partial,Lucknow,Uttar Pradesh
S0305,Nirja Baria,22,Male,B.Sc (Maths),1,76.63,7.75,05-10-2021,Active,Yes,Yes,,200000,130165.63,19834.37,Partial,Ahmedabad,Gujarat
S0306,Aditya Lalla,25,Female,MBA,2,61.21,5.44,03-01-2023,Graduated,Yes,Yes,Placed,450000,195879.97,29120.03,Partial,Chennai,Tamil Nadu
S0307,Vihaan Shukla,20,Female,B.Sc (Maths),1,64.11,6.4,11-08-2023,Dropped,Yes,Yes,,200000,80420.51,19579.49,Partial,Delhi,Delhi
S0308,Aarav Saini,20,Female,B.Sc (Maths),1,73.57,8.59,19-05-2023,Dropped,No,Yes,,200000,188228.01,11771.99,Partial,Hyderabad,Telangana
S0309,Vamakshi Buch,21,Male,B.Sc (Physics),4,76.7,8.26,29-02-2024,Graduated,Yes,No,,220000,96385.99,13614.01,Partial,Bengaluru,Karnataka
S0310,Nakul Boase,22,Female,B.Sc (Maths),4,77.45,6.42,10-08-2025,On Leave,No,No,Placed,200000,180406.96,19593.04,Partial,Chandigarh,Punjab
S0311,Anirudh Tiwari,18,Male,BBA,1,70.8,5.67,24-07-2025,On Leave,Yes,No,,300000,104856.63,45143.37,Partial,Delhi,Delhi
S0312,Anusha Kar,25,Female,B.Tech (CSE),3,93.19,7.95,26-03-2022,Graduated,Yes,Yes,,600000,238978.87,61021.13,Partial,Chandigarh,Punjab
S0313,Kamya Keer,18,Female,B.Com,1,82.1,9.37,05-04-2022,Active,Yes,Yes,,250000,161940.71,25559.29,Partial,Chandigarh,Punjab
S0314,Jagvi Rana,19,Female,BBA,1,77.7,6.76,13-05-2022,On Leave,No,Yes,,300000,147147.05,152852.95,Partial,Cochin,Kerala
S0315,Nicholas Tailor,20,Female,B.Tech (ECE),2,71.52,7.63,27-02-2024,Graduated,Yes,No,,550000,118790.27,156209.73,Partial,Patna,Bihar
S0316,Vedika Chahal,21,Female,B.Tech (CSE),4,83.68,5.55,25-07-2025,Dropped,No,Yes,Not Placed,600000,189267.09,410732.91,Partial,Bhopal,Madhya Pradesh
S0317,Tanveer Agrawal,20,Female,MCA,1,83.39,6.68,13-03-2022,On Leave,Yes,No,,350000,241684.86,20815.14,Partial,Patna,Bihar
S0318,Ucchal Pingle,20,Female,B.Sc (Maths),3,99.07,7.45,21-05-2023,Dropped,Yes,No,,200000,92198.2,57801.8,Partial,Kolkata,West Bengal
S0319,Widisha Prabhu,21,Female,B.Tech (CSE),3,90.18,7.88,26-11-2024,On Leave,Yes,Yes,,600000,225672.14,224327.86,Partial,Bhopal,Madhya Pradesh
S0320,Vasana Bora,18,Male,B.Tech (ECE),3,99.34,7.81,18-03-2023,On Leave,No,Yes,,550000,298060.5,251939.5,Partial,Hyderabad,Telangana
S0321,Gaurang Trivedi,25,Female,BBA,2,98.23,5.6,26-07-2023,Graduated,Yes,No,,300000,143772.49,81227.51,Partial,Bengaluru,Karnataka
S0322,Siddharth Mukherjee,25,Female,B.Com,1,64.51,5.1,23-06-2024,Dropped,Yes,Yes,,250000,49025.28,75974.72,Partial,Chandigarh,Punjab
S0323,Luke Merchant,25,Female,B.Com,3,91.7,5.87,20-10-2024,Dropped,Yes,Yes,,250000,116302.59,8697.41,Partial,Ahmedabad,Gujarat
S0324,Tamanna Babu,18,Female,BBA,1,97.09,5.03,01-01-2022,Active,Yes,Yes,,300000,127164.66,97835.34,Partial,Ahmedabad,Gujarat
S0325,Niharika Subramaniam,21,Female,B.Sc (Maths),4,64.45,5.39,25-10-2022,Graduated,No,Yes,,200000,73555.74,126444.26,Partial,Hyderabad,Telangana
S0326,Ekiya Dugar,23,Male,B.Tech (ECE),1,97.36,7.84,04-01-2024,Active,Yes,Yes,,550000,223514.13,188985.87,Partial,Kolkata,West Bengal
